,label,i,test
6189,0,6189,True
6190,1,6190,False
6191,6,6191,False
6192,7,6192,False
6193,7,6193,False
6194,9,6194,False
6195,2,6195,False
6196,6,6196,False
6197,3,6197,False
6198,9,6198,False
6199,5,6199,True
6200,2,6200,False
6201,9,6201,False
6202,8,6202,False
6203,7,6203,True
6204,7,6204,True
6205,6,6205,False
6206,9,6206,False
6207,1,6207,False
6208,6,6208,False
6209,7,6209,False
6210,8,6210,False
6211,7,6211,False
6212,5,6212,False
6213,3,6213,False
6214,4,6214,False
6215,6,6215,False
6216,7,6216,True
6217,3,6217,False
6218,8,6218,False
6219,1,6219,False
6220,2,6220,False
6221,7,6221,False
6222,5,6222,False
6223,1,6223,False
6224,2,6224,True
6225,9,6225,True
6226,0,6226,False
6227,9,6227,False
6228,3,6228,False
6229,4,6229,False
6230,7,6230,False
6231,6,6231,False
6232,6,6232,False
6233,9,6233,False
6234,9,6234,False
6235,0,6235,False
6236,8,6236,False
6237,0,6237,False
6238,7,6238,False
6239,5,6239,True
6240,6,6240,False
6241,2,6241,False
6242,5,6242,False
6243,6,6243,False
6244,4,6244,False
6245,6,6245,True
6246,6,6246,False
6247,4,6247,False
6248,7,6248,False
6249,3,6249,True
6250,9,6250,False
6251,8,6251,False
6252,8,6252,False
6253,6,6253,False
6254,7,6254,False
6255,4,6255,False
6256,1,6256,False
6257,9,6257,False
6258,8,6258,True
6259,1,6259,False
6260,3,6260,False
6261,6,6261,False
6262,5,6262,False
6263,7,6263,False
6264,4,6264,False
6265,5,6265,False
6266,1,6266,False
6267,9,6267,True
6268,3,6268,True
6269,2,6269,False
6270,0,6270,False
6271,0,6271,False
6272,4,6272,False
6273,4,6273,False
6274,0,6274,False
6275,0,6275,False
6276,9,6276,False
6277,1,6277,False
6278,8,6278,False
6279,5,6279,False
6280,7,6280,True
6281,4,6281,False
6282,1,6282,False
6283,2,6283,True
6284,7,6284,False
6285,5,6285,True
6286,7,6286,False
6287,2,6287,False
6288,8,6288,True
6289,9,6289,False
6290,8,6290,False
6291,1,6291,False
6292,8,6292,True
6293,5,6293,False
6294,6,6294,False
6295,2,6295,False
6296,0,6296,False
6297,6,6297,False
6298,9,6298,False
6299,5,6299,False
6300,0,6300,False
6301,4,6301,True
6302,6,6302,False
6303,9,6303,True
6304,0,6304,True
6305,5,6305,False
6306,5,6306,False
6307,8,6307,False
6308,7,6308,True
6309,0,6309,False
6310,8,6310,False
6311,8,6311,False
6312,4,6312,False
6313,3,6313,False
6314,8,6314,False
6315,1,6315,True
6316,6,6316,False
6317,4,6317,True
6318,4,6318,False
6319,5,6319,False
6320,2,6320,True
6321,4,6321,False
6322,6,6322,False
6323,2,6323,False
6324,9,6324,True
6325,1,6325,True
6326,9,6326,True
6327,5,6327,False
6328,0,6328,False
6329,3,6329,False
6330,9,6330,False
6331,9,6331,True
6332,9,6332,False
6333,0,6333,False
6334,0,6334,False
6335,8,6335,False
6336,8,6336,True
6337,6,6337,False
6338,9,6338,False
6339,0,6339,False
6340,1,6340,False
6341,4,6341,True
6342,1,6342,False
6343,3,6343,False
6344,6,6344,False
6345,7,6345,False
6346,4,6346,False
6347,1,6347,False
6348,7,6348,False
6349,8,6349,False
6350,2,6350,True
6351,8,6351,False
6352,4,6352,False
6353,1,6353,False
6354,5,6354,False
6355,3,6355,False
6356,8,6356,False
6357,5,6357,False
6358,8,6358,False
6359,9,6359,False
6360,2,6360,False
6361,1,6361,False
6362,6,6362,False
6363,6,6363,False
6364,9,6364,False
6365,5,6365,False
6366,7,6366,False
6367,7,6367,False
6368,3,6368,False
6369,2,6369,True
6370,2,6370,False
6371,8,6371,False
6372,3,6372,True
6373,5,6373,False
6374,6,6374,False
6375,3,6375,False
6376,9,6376,False
6377,2,6377,False
6378,9,6378,False
6379,6,6379,True
6380,9,6380,True
6381,5,6381,True
6382,5,6382,False
6383,3,6383,False
6384,1,6384,False
6385,3,6385,False
6386,0,6386,True
6387,6,6387,True
6388,3,6388,False
6389,3,6389,False
6390,2,6390,False
6391,0,6391,False
6392,7,6392,False
6393,2,6393,False
6394,2,6394,False
6395,9,6395,False
6396,0,6396,False
6397,1,6397,False
6398,1,6398,False
6399,3,6399,True
6400,7,6400,False
6401,7,6401,False
6402,1,6402,False
6403,5,6403,False
6404,4,6404,False
6405,1,6405,False
6406,6,6406,False
6407,5,6407,False
6408,3,6408,False
6409,0,6409,False
6410,4,6410,False
6411,9,6411,False
6412,9,6412,False
6413,4,6413,False
6414,5,6414,False
6415,6,6415,False
6416,1,6416,False
6417,1,6417,False
6418,2,6418,False
6419,0,6419,True
6420,7,6420,False
6421,7,6421,False
6422,2,6422,False
6423,1,6423,False
6424,7,6424,False
6425,7,6425,False
6426,8,6426,False
6427,2,6427,False
6428,8,6428,False
6429,4,6429,True
6430,6,6430,False
6431,1,6431,False
6432,0,6432,False
6433,1,6433,True
6434,1,6434,False
6435,2,6435,False
6436,3,6436,False
6437,5,6437,True
6438,4,6438,False
6439,9,6439,False
6440,2,6440,False
6441,9,6441,False
6442,9,6442,True
6443,2,6443,False
6444,2,6444,False
6445,7,6445,False
6446,5,6446,False
6447,8,6447,False
6448,7,6448,True
6449,9,6449,False
6450,2,6450,False
6451,0,6451,False
6452,3,6452,False
6453,0,6453,True
6454,9,6454,True
6455,6,6455,True
6456,6,6456,False
6457,8,6457,False
6458,1,6458,False
6459,9,6459,False
6460,1,6460,False
6461,7,6461,False
6462,6,6462,True
6463,9,6463,True
6464,5,6464,False
6465,6,6465,False
6466,9,6466,True
6467,6,6467,True
6468,7,6468,False
6469,3,6469,False
6470,1,6470,False
6471,2,6471,False
6472,9,6472,False
6473,2,6473,True
6474,0,6474,False
6475,5,6475,False
6476,7,6476,False
6477,0,6477,False
6478,5,6478,False
6479,4,6479,False
6480,1,6480,False
6481,6,6481,False
6482,3,6482,False
6483,6,6483,False
6484,3,6484,False
6485,6,6485,False
6486,0,6486,False
6487,5,6487,False
6488,2,6488,True
6489,4,6489,True
6490,0,6490,False
6491,0,6491,False
6492,5,6492,False
6493,0,6493,False
6494,7,6494,False
6495,6,6495,False
6496,5,6496,False
6497,7,6497,False
6498,0,6498,False
6499,7,6499,False
6500,0,6500,False
6501,2,6501,False
6502,5,6502,False
6503,3,6503,True
6504,4,6504,True
6505,3,6505,False
6506,0,6506,False
6507,1,6507,False
6508,7,6508,False
6509,4,6509,False
6510,2,6510,False
6511,3,6511,True
6512,7,6512,False
6513,5,6513,False
6514,9,6514,True
6515,6,6515,False
6516,8,6516,False
6517,6,6517,False
6518,9,6518,False
6519,0,6519,False
6520,7,6520,True
6521,5,6521,False
6522,0,6522,False
6523,5,6523,False
6524,8,6524,False
6525,4,6525,False
6526,3,6526,False
6527,6,6527,False
6528,9,6528,False
6529,7,6529,False
6530,8,6530,True
6531,5,6531,False
6532,9,6532,True
6533,0,6533,True
6534,5,6534,False
6535,1,6535,False
6536,1,6536,True
6537,2,6537,False
6538,4,6538,False
6539,4,6539,False
6540,6,6540,True
6541,6,6541,False
6542,8,6542,False
6543,6,6543,False
6544,9,6544,False
6545,0,6545,False
6546,8,6546,False
6547,3,6547,False
6548,8,6548,False
6549,9,6549,False
6550,5,6550,False
6551,7,6551,False
6552,8,6552,False
6553,1,6553,False
6554,8,6554,False
6555,5,6555,False
6556,2,6556,False
6557,0,6557,False
6558,2,6558,False
6559,5,6559,False
6560,5,6560,False
6561,6,6561,True
6562,1,6562,False
6563,1,6563,False
6564,9,6564,False
6565,8,6565,False
6566,6,6566,False
6567,4,6567,False
6568,8,6568,False
6569,5,6569,False
6570,3,6570,True
6571,0,6571,False
6572,8,6572,False
6573,0,6573,False
6574,0,6574,True
6575,6,6575,True
6576,4,6576,False
6577,6,6577,False
6578,1,6578,False
6579,2,6579,False
6580,2,6580,False
6581,1,6581,False
6582,4,6582,False
6583,3,6583,True
6584,2,6584,False
6585,6,6585,False
6586,7,6586,False
6587,7,6587,True
6588,6,6588,True
6589,9,6589,False
6590,4,6590,False
6591,5,6591,False
6592,9,6592,False
6593,8,6593,True
6594,1,6594,True
6595,0,6595,False
6596,2,6596,False
6597,2,6597,False
6598,6,6598,False
6599,0,6599,False
6600,2,6600,False
6601,2,6601,False
6602,8,6602,False
6603,6,6603,False
6604,5,6604,False
6605,9,6605,False
6606,5,6606,False
6607,9,6607,False
6608,1,6608,False
6609,7,6609,True
6610,5,6610,False
6611,9,6611,False
6612,4,6612,False
6613,8,6613,False
6614,3,6614,False
6615,7,6615,False
6616,0,6616,False
6617,9,6617,False
6618,2,6618,False
6619,1,6619,False
6620,4,6620,False
6621,1,6621,False
6622,0,6622,False
6623,8,6623,False
6624,1,6624,False
6625,4,6625,False
6626,8,6626,False
6627,7,6627,False
6628,1,6628,False
6629,1,6629,True
6630,4,6630,False
6631,4,6631,False
6632,8,6632,False
6633,6,6633,False
6634,8,6634,True
6635,5,6635,False
6636,5,6636,False
6637,3,6637,False
6638,1,6638,True
6639,3,6639,True
6640,0,6640,False
6641,3,6641,False
6642,6,6642,False
6643,8,6643,False
6644,8,6644,False
6645,0,6645,False
6646,8,6646,False
6647,5,6647,False
6648,5,6648,False
6649,8,6649,False
6650,9,6650,False
6651,2,6651,False
6652,1,6652,False
6653,4,6653,True
6654,3,6654,False
6655,3,6655,False
6656,3,6656,False
6657,6,6657,False
6658,5,6658,True
6659,4,6659,False
6660,2,6660,False
6661,9,6661,False
6662,2,6662,False
6663,8,6663,False
6664,6,6664,False
6665,5,6665,True
6666,8,6666,False
6667,5,6667,False
6668,3,6668,True
6669,3,6669,False
6670,6,6670,False
6671,7,6671,False
6672,7,6672,False
6673,6,6673,False
6674,1,6674,True
6675,6,6675,False
6676,1,6676,True
6677,5,6677,False
6678,9,6678,False
6679,1,6679,False
6680,1,6680,False
6681,8,6681,False
6682,1,6682,False
6683,8,6683,True
6684,7,6684,True
6685,1,6685,True
6686,3,6686,False
6687,2,6687,False
6688,5,6688,False
6689,7,6689,False
6690,4,6690,False
6691,4,6691,False
6692,9,6692,False
6693,4,6693,False
6694,5,6694,False
6695,7,6695,False
6696,2,6696,False
6697,7,6697,False
6698,6,6698,False
6699,4,6699,False
6700,0,6700,False
6701,7,6701,False
6702,2,6702,False
6703,6,6703,False
6704,6,6704,True
6705,9,6705,False
6706,4,6706,True
6707,1,6707,False
6708,4,6708,False
6709,5,6709,True
6710,7,6710,False
6711,7,6711,False
6712,1,6712,True
6713,1,6713,False
6714,3,6714,True
6715,2,6715,False
6716,5,6716,False
6717,8,6717,True
6718,1,6718,False
6719,2,6719,False
6720,8,6720,True
6721,8,6721,False
6722,7,6722,False
6723,3,6723,False
6724,0,6724,False
6725,8,6725,False
6726,7,6726,False
6727,5,6727,True
6728,1,6728,True
6729,5,6729,False
6730,7,6730,False
6731,5,6731,False
6732,7,6732,False
6733,0,6733,False
6734,7,6734,False
6735,7,6735,False
6736,9,6736,False
6737,9,6737,True
6738,1,6738,True
6739,7,6739,False
6740,7,6740,False
6741,8,6741,False
6742,0,6742,True
6743,1,6743,False
6744,5,6744,False
6745,9,6745,False
6746,8,6746,False
6747,9,6747,False
6748,3,6748,False
6749,4,6749,False
6750,8,6750,False
6751,2,6751,False
6752,0,6752,False
6753,8,6753,False
6754,8,6754,True
6755,0,6755,False
6756,6,6756,True
6757,5,6757,False
6758,6,6758,True
6759,2,6759,True
6760,7,6760,False
6761,0,6761,False
6762,4,6762,False
6763,2,6763,False
6764,8,6764,False
6765,9,6765,False
6766,5,6766,True
6767,4,6767,True
6768,9,6768,False
6769,9,6769,False
6770,0,6770,True
6771,9,6771,False
6772,4,6772,False
6773,0,6773,False
6774,3,6774,False
6775,8,6775,False
6776,7,6776,False
6777,9,6777,False
6778,8,6778,False
6779,2,6779,False
6780,3,6780,True
6781,9,6781,False
6782,6,6782,False
6783,1,6783,False
6784,7,6784,False
6785,9,6785,True
6786,6,6786,False
6787,5,6787,False
6788,7,6788,False
6789,1,6789,False
6790,3,6790,False
6791,5,6791,False
6792,1,6792,True
6793,0,6793,False
6794,0,6794,False
6795,5,6795,False
6796,6,6796,False
6797,2,6797,False
6798,5,6798,False
6799,1,6799,False
6800,0,6800,False
6801,1,6801,False
6802,8,6802,False
6803,4,6803,False
6804,3,6804,False
6805,5,6805,False
6806,5,6806,False
6807,8,6807,True
6808,3,6808,False
6809,9,6809,False
6810,3,6810,False
6811,4,6811,False
6812,5,6812,False
6813,8,6813,False
6814,5,6814,False
6815,4,6815,False
6816,9,6816,False
6817,5,6817,True
6818,9,6818,False
6819,9,6819,True
6820,1,6820,False
6821,1,6821,False
6822,7,6822,False
6823,9,6823,False
6824,6,6824,False
6825,0,6825,False
6826,9,6826,False
6827,0,6827,False
6828,4,6828,False
6829,6,6829,False
6830,8,6830,False
6831,6,6831,False
6832,2,6832,False
6833,6,6833,False
6834,3,6834,False
6835,4,6835,False
6836,3,6836,True
6837,4,6837,False
6838,7,6838,False
6839,0,6839,False
6840,2,6840,False
6841,6,6841,True
6842,2,6842,False
6843,7,6843,False
6844,3,6844,False
6845,7,6845,False
6846,8,6846,False
6847,1,6847,True
6848,4,6848,False
6849,1,6849,False
6850,8,6850,False
6851,9,6851,False
6852,0,6852,False
6853,7,6853,False
6854,5,6854,True
6855,1,6855,False
6856,0,6856,True
6857,0,6857,False
6858,3,6858,False
6859,0,6859,False
6860,0,6860,True
6861,6,6861,False
6862,9,6862,True
6863,8,6863,False
6864,7,6864,False
6865,1,6865,False
6866,1,6866,False
6867,5,6867,False
6868,5,6868,False
6869,4,6869,False
6870,1,6870,False
6871,6,6871,False
6872,9,6872,False
6873,6,6873,False
6874,8,6874,False
6875,0,6875,False
6876,2,6876,True
6877,8,6877,False
6878,3,6878,False
6879,1,6879,False
6880,8,6880,False
6881,6,6881,False
6882,8,6882,False
6883,3,6883,False
6884,7,6884,True
6885,3,6885,False
6886,2,6886,True
6887,8,6887,False
6888,6,6888,False
6889,5,6889,False
6890,7,6890,False
6891,3,6891,False
6892,2,6892,False
6893,1,6893,False
6894,8,6894,False
6895,0,6895,False
6896,0,6896,True
6897,0,6897,False
6898,1,6898,False
6899,9,6899,False
6900,3,6900,False
6901,6,6901,False
6902,8,6902,False
6903,0,6903,False
6904,3,6904,False
6905,8,6905,True
6906,6,6906,False
6907,1,6907,False
6908,1,6908,True
6909,7,6909,False
6910,6,6910,False
6911,8,6911,False
6912,8,6912,False
6913,8,6913,True
6914,8,6914,False
6915,5,6915,False
6916,9,6916,False
6917,0,6917,False
6918,0,6918,False
6919,2,6919,False
6920,2,6920,True
6921,3,6921,True
6922,6,6922,False
6923,8,6923,False
6924,1,6924,False
6925,0,6925,False
6926,1,6926,True
6927,8,6927,False
6928,5,6928,True
6929,7,6929,False
6930,7,6930,False
6931,8,6931,False
6932,3,6932,False
6933,3,6933,False
6934,5,6934,False
6935,2,6935,False
6936,7,6936,False
6937,8,6937,False
6938,3,6938,False
6939,8,6939,False
6940,3,6940,True
6941,7,6941,False
6942,2,6942,False
6943,5,6943,False
6944,2,6944,True
6945,7,6945,True
6946,3,6946,False
6947,4,6947,False
6948,1,6948,False
6949,2,6949,False
6950,3,6950,False
6951,9,6951,False
6952,4,6952,False
6953,6,6953,False
6954,0,6954,False
6955,7,6955,False
6956,1,6956,False
6957,9,6957,False
6958,3,6958,False
6959,7,6959,False
6960,8,6960,False
6961,5,6961,True
6962,2,6962,False
6963,5,6963,False
6964,5,6964,False
6965,8,6965,True
6966,3,6966,False
6967,1,6967,False
6968,8,6968,False
6969,5,6969,True
6970,6,6970,False
6971,2,6971,False
6972,0,6972,False
6973,6,6973,True
6974,9,6974,True
6975,8,6975,False
6976,8,6976,False
6977,6,6977,False
6978,2,6978,False
6979,4,6979,False
6980,0,6980,False
6981,2,6981,False
6982,2,6982,False
6983,9,6983,False
6984,2,6984,False
6985,8,6985,False
6986,9,6986,False
6987,2,6987,False
6988,5,6988,False
6989,6,6989,False
6990,5,6990,False
6991,2,6991,False
6992,9,6992,False
6993,3,6993,True
6994,6,6994,True
6995,3,6995,False
6996,8,6996,False
6997,6,6997,False
6998,2,6998,False
6999,7,6999,False
7000,5,7000,False
7001,9,7001,True
7002,3,7002,False
7003,2,7003,True
7004,0,7004,False
7005,3,7005,False
7006,0,7006,False
7007,2,7007,False
7008,3,7008,False
7009,4,7009,False
7010,6,7010,False
7011,4,7011,False
7012,2,7012,False
7013,4,7013,False
7014,8,7014,False
7015,6,7015,True
7016,4,7016,False
7017,9,7017,False
7018,3,7018,False
7019,3,7019,False
7020,6,7020,False
7021,9,7021,False
7022,7,7022,False
7023,2,7023,True
7024,9,7024,False
7025,7,7025,False
7026,8,7026,False
7027,0,7027,False
7028,6,7028,False
7029,8,7029,True
7030,7,7030,False
7031,7,7031,False
7032,7,7032,True
7033,7,7033,True
7034,4,7034,False
7035,5,7035,True
7036,9,7036,False
7037,8,7037,False
7038,6,7038,False
7039,5,7039,False
7040,2,7040,False
7041,9,7041,False
7042,3,7042,False
7043,1,7043,False
7044,1,7044,False
7045,7,7045,False
7046,7,7046,False
7047,5,7047,False
7048,6,7048,False
7049,9,7049,False
7050,4,7050,False
7051,7,7051,False
7052,0,7052,False
7053,2,7053,False
7054,3,7054,False
7055,1,7055,False
7056,7,7056,False
7057,8,7057,False
7058,3,7058,False
7059,4,7059,False
7060,0,7060,False
7061,8,7061,False
7062,1,7062,False
7063,6,7063,True
7064,8,7064,False
7065,1,7065,True
7066,1,7066,False
7067,8,7067,True
7068,4,7068,False
7069,0,7069,True
7070,5,7070,False
7071,6,7071,False
7072,8,7072,False
7073,9,7073,True
7074,3,7074,False
7075,6,7075,False
7076,9,7076,False
7077,5,7077,False
7078,2,7078,False
7079,5,7079,False
7080,6,7080,False
7081,2,7081,False
7082,3,7082,False
7083,5,7083,True
7084,5,7084,False
7085,1,7085,True
7086,3,7086,False
7087,7,7087,False
7088,3,7088,False
7089,1,7089,False
7090,8,7090,False
7091,2,7091,False
7092,4,7092,False
7093,0,7093,False
7094,2,7094,False
7095,7,7095,False
7096,5,7096,False
7097,1,7097,True
7098,6,7098,True
7099,0,7099,False
7100,9,7100,False
7101,5,7101,False
7102,9,7102,False
7103,0,7103,False
7104,3,7104,False
7105,7,7105,False
7106,5,7106,False
7107,3,7107,False
7108,3,7108,False
7109,2,7109,False
7110,9,7110,False
7111,7,7111,False
7112,1,7112,False
7113,3,7113,False
7114,4,7114,False
7115,0,7115,False
7116,6,7116,False
7117,0,7117,False
7118,9,7118,False
7119,0,7119,False
7120,0,7120,False
7121,4,7121,False
7122,5,7122,False
7123,9,7123,False
7124,7,7124,False
7125,6,7125,False
7126,5,7126,True
7127,1,7127,False
7128,7,7128,False
7129,2,7129,False
7130,4,7130,False
7131,2,7131,False
7132,0,7132,True
7133,5,7133,False
7134,4,7134,False
7135,2,7135,False
7136,7,7136,True
7137,1,7137,False
7138,6,7138,False
7139,9,7139,False
7140,6,7140,False
7141,0,7141,False
7142,5,7142,False
7143,2,7143,False
7144,9,7144,False
7145,7,7145,False
7146,8,7146,False
7147,4,7147,False
7148,6,7148,False
7149,3,7149,False
7150,7,7150,False
7151,0,7151,True
7152,9,7152,False
7153,4,7153,False
7154,1,7154,False
7155,8,7155,True
7156,7,7156,True
7157,7,7157,False
7158,1,7158,False
7159,4,7159,False
7160,7,7160,False
7161,4,7161,False
7162,4,7162,False
7163,8,7163,False
7164,8,7164,False
7165,6,7165,True
7166,7,7166,False
7167,3,7167,False
7168,1,7168,False
7169,3,7169,True
7170,6,7170,False
7171,6,7171,False
7172,9,7172,False
7173,8,7173,False
7174,8,7174,False
7175,5,7175,False
7176,9,7176,False
7177,5,7177,False
7178,7,7178,False
7179,4,7179,False
7180,0,7180,False
7181,6,7181,True
7182,2,7182,False
7183,2,7183,False
7184,6,7184,False
7185,3,7185,False
7186,1,7186,False
7187,9,7187,False
7188,3,7188,True
7189,2,7189,False
7190,6,7190,False
7191,3,7191,False
7192,5,7192,True
7193,0,7193,True
7194,2,7194,False
7195,5,7195,False
7196,0,7196,True
7197,3,7197,False
7198,6,7198,False
7199,8,7199,True
7200,8,7200,False
7201,7,7201,False
7202,4,7202,False
7203,3,7203,False
7204,1,7204,True
7205,3,7205,False
7206,9,7206,False
7207,2,7207,False
7208,8,7208,False
7209,4,7209,False
7210,3,7210,True
7211,9,7211,False
7212,7,7212,False
7213,9,7213,True
7214,6,7214,False
7215,2,7215,True
7216,6,7216,False
7217,0,7217,False
7218,7,7218,False
7219,9,7219,True
7220,8,7220,False
7221,8,7221,False
7222,3,7222,False
7223,9,7223,False
7224,3,7224,False
7225,3,7225,True
7226,9,7226,False
7227,9,7227,True
7228,1,7228,False
7229,7,7229,False
7230,9,7230,False
7231,0,7231,False
7232,8,7232,False
7233,0,7233,True
7234,4,7234,False
7235,3,7235,False
7236,8,7236,False
7237,9,7237,False
7238,2,7238,False
7239,5,7239,False
7240,5,7240,False
7241,2,7241,False
7242,4,7242,False
7243,0,7243,False
7244,7,7244,False
7245,7,7245,False
7246,4,7246,False
7247,2,7247,False
7248,4,7248,False
7249,2,7249,False
7250,7,7250,True
7251,3,7251,False
7252,3,7252,False
7253,8,7253,False
7254,9,7254,True
7255,5,7255,False
7256,8,7256,True
7257,8,7257,False
7258,8,7258,False
7259,2,7259,False
7260,3,7260,False
7261,1,7261,True
7262,0,7262,True
7263,2,7263,False
7264,6,7264,True
7265,8,7265,False
7266,3,7266,True
7267,5,7267,False
7268,2,7268,True
7269,5,7269,False
7270,7,7270,False
7271,8,7271,False
7272,8,7272,False
7273,1,7273,False
7274,0,7274,False
7275,8,7275,False
7276,5,7276,False
7277,9,7277,False
7278,0,7278,True
7279,0,7279,False
7280,0,7280,False
7281,0,7281,False
7282,1,7282,False
7283,1,7283,False
7284,0,7284,False
7285,0,7285,True
7286,8,7286,False
7287,2,7287,False
7288,6,7288,False
7289,5,7289,False
7290,6,7290,True
7291,9,7291,True
7292,7,7292,True
7293,0,7293,False
7294,2,7294,False
7295,6,7295,False
7296,3,7296,False
7297,5,7297,False
7298,8,7298,True
7299,4,7299,False
7300,0,7300,False
7301,9,7301,False
7302,4,7302,False
7303,1,7303,False
7304,0,7304,False
7305,7,7305,False
7306,6,7306,False
7307,9,7307,True
7308,2,7308,True
7309,5,7309,False
7310,7,7310,False
7311,3,7311,False
7312,3,7312,False
7313,1,7313,False
7314,1,7314,False
7315,1,7315,False
7316,3,7316,False
7317,5,7317,True
7318,6,7318,False
7319,8,7319,False
7320,8,7320,False
7321,4,7321,False
7322,2,7322,False
7323,5,7323,True
7324,4,7324,True
7325,9,7325,True
7326,3,7326,False
7327,0,7327,True
7328,8,7328,False
7329,3,7329,False
7330,2,7330,False
7331,9,7331,False
7332,3,7332,False
7333,7,7333,True
7334,2,7334,True
7335,0,7335,False
7336,3,7336,True
7337,6,7337,False
7338,0,7338,False
7339,6,7339,False
7340,0,7340,False
7341,3,7341,True
7342,7,7342,False
7343,7,7343,False
7344,7,7344,False
7345,8,7345,False
7346,1,7346,False
7347,8,7347,True
7348,5,7348,True
7349,1,7349,False
7350,8,7350,False
7351,1,7351,False
7352,6,7352,False
7353,0,7353,False
7354,1,7354,False
7355,3,7355,False
7356,2,7356,False
7357,0,7357,False
7358,4,7358,False
7359,5,7359,False
7360,7,7360,False
7361,3,7361,False
7362,0,7362,False
7363,1,7363,False
7364,0,7364,False
7365,7,7365,True
7366,3,7366,False
7367,5,7367,False
7368,0,7368,False
7369,0,7369,False
7370,5,7370,True
7371,4,7371,False
7372,5,7372,False
7373,1,7373,False
7374,6,7374,False
7375,4,7375,False
7376,2,7376,False
7377,9,7377,True
7378,1,7378,False
7379,2,7379,False
7380,7,7380,False
7381,5,7381,False
7382,3,7382,False
7383,6,7383,False
7384,3,7384,False
7385,0,7385,False
7386,0,7386,False
7387,2,7387,False
7388,3,7388,False
7389,8,7389,False
7390,4,7390,False
7391,8,7391,False
7392,4,7392,False
7393,7,7393,True
7394,4,7394,False
7395,8,7395,False
7396,4,7396,False
7397,2,7397,False
7398,2,7398,True
7399,4,7399,False
7400,8,7400,False
7401,9,7401,False
7402,9,7402,False
7403,7,7403,False
7404,1,7404,False
7405,7,7405,True
7406,1,7406,True
7407,5,7407,True
7408,9,7408,False
7409,0,7409,False
7410,7,7410,True
7411,7,7411,False
7412,2,7412,False
7413,0,7413,True
7414,4,7414,False
7415,6,7415,False
7416,0,7416,True
7417,5,7417,False
7418,1,7418,False
7419,0,7419,False
7420,4,7420,False
7421,1,7421,False
7422,6,7422,False
7423,9,7423,False
7424,3,7424,False
7425,7,7425,False
7426,4,7426,False
7427,6,7427,False
7428,2,7428,True
7429,9,7429,False
7430,4,7430,False
7431,2,7431,False
7432,6,7432,True
7433,5,7433,True
7434,7,7434,False
7435,5,7435,False
7436,5,7436,False
7437,8,7437,False
7438,4,7438,False
7439,9,7439,True
7440,9,7440,False
7441,7,7441,False
7442,0,7442,False
7443,4,7443,False
7444,8,7444,False
7445,1,7445,False
7446,9,7446,False
7447,0,7447,False
7448,6,7448,False
7449,9,7449,False
7450,8,7450,False
7451,4,7451,False
7452,2,7452,False
7453,8,7453,False
7454,2,7454,False
7455,3,7455,True
7456,7,7456,True
7457,3,7457,False
7458,6,7458,False
7459,1,7459,False
7460,4,7460,False
7461,3,7461,True
7462,4,7462,False
7463,4,7463,False
7464,6,7464,False
7465,8,7465,False
7466,8,7466,True
7467,1,7467,True
7468,5,7468,False
7469,0,7469,False
7470,3,7470,False
7471,2,7471,False
7472,9,7472,True
7473,1,7473,False
7474,2,7474,False
7475,5,7475,False
7476,3,7476,False
7477,3,7477,False
7478,0,7478,False
7479,4,7479,False
7480,5,7480,False
7481,0,7481,False
7482,8,7482,False
7483,7,7483,False
7484,6,7484,False
7485,6,7485,False
7486,3,7486,False
7487,5,7487,False
7488,2,7488,True
7489,2,7489,False
7490,8,7490,False
7491,3,7491,False
7492,5,7492,False
7493,7,7493,False
7494,0,7494,False
7495,1,7495,False
7496,0,7496,True
7497,0,7497,False
7498,5,7498,False
7499,0,7499,True
7500,3,7500,False
7501,6,7501,False
7502,2,7502,True
7503,4,7503,True
7504,0,7504,False
7505,1,7505,False
7506,5,7506,False
7507,6,7507,False
7508,8,7508,True
7509,2,7509,False
7510,2,7510,False
7511,8,7511,False
7512,9,7512,True
7513,6,7513,False
7514,4,7514,False
7515,5,7515,False
7516,2,7516,True
7517,8,7517,False
7518,6,7518,True
7519,1,7519,True
7520,2,7520,True
7521,2,7521,False
7522,7,7522,False
7523,2,7523,False
7524,1,7524,False
7525,9,7525,False
7526,7,7526,True
7527,2,7527,False
7528,8,7528,False
7529,1,7529,True
7530,8,7530,False
7531,2,7531,False
7532,2,7532,False
7533,6,7533,True
7534,9,7534,False
7535,2,7535,False
7536,7,7536,False
7537,1,7537,False
7538,4,7538,True
7539,0,7539,True
7540,2,7540,True
7541,3,7541,False
7542,6,7542,True
7543,1,7543,True
7544,7,7544,False
7545,3,7545,False
7546,5,7546,False
7547,2,7547,False
7548,2,7548,False
7549,4,7549,False
7550,1,7550,False
7551,7,7551,False
7552,2,7552,False
7553,0,7553,True
7554,7,7554,False
7555,4,7555,False
7556,6,7556,False
7557,1,7557,False
7558,7,7558,False
7559,7,7559,False
7560,0,7560,False
7561,7,7561,False
7562,7,7562,False
7563,0,7563,False
7564,5,7564,False
7565,2,7565,False
7566,0,7566,False
7567,7,7567,True
7568,6,7568,False
7569,0,7569,False
7570,9,7570,False
7571,4,7571,False
7572,8,7572,False
7573,3,7573,False
7574,9,7574,False
7575,7,7575,True
7576,7,7576,False
7577,7,7577,False
7578,9,7578,False
7579,8,7579,False
7580,0,7580,False
7581,2,7581,False
7582,6,7582,True
7583,3,7583,True
7584,5,7584,False
7585,0,7585,True
7586,7,7586,False
7587,0,7587,False
